Date,vix_Open,vix_High,vix_Low,vix_Close,vxn_Open,vxn_High,vxn_Low,vxn_Close,vxn_Adj_Close,vxn_Volume,ndxt_Open,ndxt_High,ndxt_Low,ndxt_Close,ndxt_Adj_Close,ndxt_Volume,Mkt-RF,SMB,HML,RMW,CMA,RF,Ticker,Open,High,Low,Close,Volume,OpenInt
20111111,29.91,30.42,29.45,30.04,32.669998,32.669998,29.24,29.35,29.35,0,1356.150024,1381.73999,1356.0,1376.880005,1376.880005,0,1.98,0.52,-0.23,-0.04,-0.18,0.0,pnqi.us.txt,36.061,36.501,35.931,36.501,2012,0
20111114,31.42,32.85,31.13,31.13,30.540001,31.700001,30.15,30.73,30.73,0,1373.920044,1383.469971,1359.670044,1364.359985,1364.359985,0,-0.92,-0.51,-0.8,0.43,-0.23,0.0,pnqi.us.txt,36.481,36.511,36.241,36.321,2874,0
20111115,31.74,32.55,30.4,31.22,30.73,31.540001,29.41,30.040001,30.040001,0,1359.060059,1388.380005,1357.52002,1381.199951,1381.199951,0,0.56,0.86,-0.26,0.11,-0.16,0.0,pnqi.us.txt,36.171,36.651,36.031,36.581,3397,0
20111116,32.66,33.51,30.54,33.51,31.030001000000002,32.130001,29.469998999999998,31.940001000000002,31.940001000000002,0,1368.01001,1389.040039,1358.97998,1365.97998,1365.97998,0,-1.64,-0.18,-0.18,0.1,0.05,0.0,pnqi.us.txt,36.361,36.561,36.041,36.121,8206,0
20111117,33.15,36.46,32.89,34.51,31.940001000000002,36.16,31.77,34.34,34.34,0,1359.680054,1359.680054,1305.51001,1318.650024,1318.650024,0,-1.65,0.19,0.21,0.24,0.42,0.0,pnqi.us.txt,35.981,36.171,34.952,35.022,3508,0
20111118,33.16,33.99,31.92,32.0,33.450001,33.889998999999996,31.540001,31.83,31.83,0,1321.800049,1323.01001,1301.310059,1304.98999,1304.98999,0,-0.07,0.12,0.91,0.05,0.64,0.0,pnqi.us.txt,35.362,35.362,34.632,34.662,24935,0
20111121,34.59,35.29,32.53,32.91,34.549999,35.16,32.610001000000004,32.93,32.93,0,1284.73999,1287.790039,1263.5,1280.939941,1280.939941,0,-1.87,-0.54,-0.07,0.08,-0.06,0.0,pnqi.us.txt,34.142,34.142,33.233,33.663,34580,0
20111122,33.12,33.39,31.28,31.97,33.110001000000004,33.16,30.83,31.07,31.07,0,1276.810059,1288.27002,1262.849976,1273.51001,1273.51001,0,-0.44,-0.32,-0.56,0.15,-0.24,0.0,pnqi.us.txt,33.383,33.862,33.223,33.643,21405,0
20111123,32.91,34.57,32.68,33.98,31.07,33.09,31.07,33.07,33.07,0,1262.199951,1263.849976,1239.170044,1239.170044,1239.170044,0,-2.29,-0.72,-0.28,0.62,0.17,0.0,pnqi.us.txt,33.453,33.453,32.833,32.953,15325,0
20111125,34.61,34.77,33.12,34.47,33.040001000000004,34.310001,32.759997999999996,33.040001000000004,33.040001000000004,0,1233.459961,1251.400024,1229.630005,1229.900024,1229.900024,0,-0.34,-0.99,0.47,-0.24,0.36,0.0,pnqi.us.txt,32.913,32.933,32.483,32.483,931,0
20111128,31.93,33.11,29.47,32.13,32.650002,32.650002,31.48,31.559998999999998,31.559998999999998,0,1263.51001,1279.689941,1263.180054,1273.839966,1273.839966,0,3.1,1.58,-0.7,-0.59,-0.54,0.0,pnqi.us.txt,33.443,33.902,33.363,33.782,69412,0
20111129,31.76,32.02,30.56,30.64,31.559998999999998,31.91,30.85,31.059998999999998,31.059998999999998,0,1277.089966,1287.660034,1264.98999,1268.22998,1268.22998,0,0.18,-0.51,0.17,0.29,0.35,0.0,pnqi.us.txt,33.822,33.832,33.443,33.583,46813,0
20111130,27.72,28.5,27.03,27.8,28.83,28.860001,27.719998999999998,27.77,27.77,0,1303.98999,1331.030029,1302.439941,1330.219971,1330.219971,0,4.44,1.1,1.08,-1.09,-0.04,0.0,pnqi.us.txt,34.732,34.732,34.412,34.672,34265,0
20111201,27.63,27.89,26.64,27.41,27.77,27.860001,26.9,27.200001,27.200001,0,1329.219971,1340.530029,1322.98999,1337.060059,1337.060059,0,-0.22,-0.55,-0.65,0.32,-0.19,0.0,pnqi.us.txt,34.732,35.202,34.732,35.032,4714,0
20111202,26.26,27.62,25.29,27.52,26.450001,27.790001,26.18,27.690001000000002,27.690001000000002,0,1346.040039,1349.180054,1326.079956,1327.069946,1327.069946,0,0.05,0.53,0.64,-0.35,0.26,0.0,pnqi.us.txt,35.382,35.522,35.122,35.122,12299,0
20111205,26.74,28.31,26.0,27.84,27.690001000000002,28.34,26.790001,27.889999,27.889999,0,1346.72998,1357.23999,1337.780029,1344.97998,1344.97998,0,1.09,0.3,0.3,-0.64,-0.41,0.0,pnqi.us.txt,35.422,35.831,35.332,35.382,5846,0
20111206,27.91,28.13,27.41,28.13,27.91,28.24,27.719998999999998,27.940001000000002,27.940001000000002,0,1345.180054,1349.719971,1333.050049,1339.380005,1339.380005,0,0.04,-0.08,0.08,0.08,0.21,0.0,pnqi.us.txt,35.282,35.442,35.142,35.252,11818,0
20111207,28.61,29.58,28.44,28.67,27.940001000000002,29.34,27.940001000000002,28.450001,28.450001,0,1334.810059,1345.02002,1317.27002,1339.73999,1339.73999,0,0.16,-0.22,0.74,0.05,0.4,0.0,pnqi.us.txt,35.032,35.312,34.772,35.312,10930,0
20111208,29.63,30.91,29.02,30.59,28.450001,30.15,28.450001,30.0,30.0,0,1329.48999,1340.589966,1307.790039,1310.849976,1310.849976,0,-2.23,-0.78,-0.99,0.92,0.01,0.0,pnqi.us.txt,34.962,35.222,34.722,34.742,11121,0
20111209,29.61,29.61,26.29,26.38,29.120001000000002,29.120001000000002,25.99,25.99,25.99,0,1309.25,1340.449951,1307.430054,1335.839966,1335.839966,0,1.83,1.33,0.06,-0.3,-0.22,0.0,pnqi.us.txt,34.772,35.402,34.772,35.402,3082,0
20111212,26.78,27.73,25.64,25.67,25.99,26.6,24.530001000000002,24.559998999999998,24.559998999999998,0,1319.329956,1319.329956,1300.25,1311.98999,1311.98999,0,-1.48,0.03,-0.43,0.63,0.28,0.0,pnqi.us.txt,35.132,35.132,34.642,34.882,10744,0
20111213,24.72,26.28,23.27,25.41,24.07,26.040001,23.34,25.290001,25.290001,0,1322.339966,1328.349976,1285.51001,1292.069946,1292.069946,0,-1.05,-1.03,0.12,0.2,0.12,0.0,pnqi.us.txt,35.252,35.252,34.172,34.172,4599,0
20111214,26.16,27.55,25.76,26.04,25.83,27.82,25.58,26.08,26.08,0,1288.27002,1288.880005,1257.25,1265.160034,1265.160034,0,-1.21,-0.29,0.92,-0.18,0.77,0.0,pnqi.us.txt,34.092,34.092,33.223,33.693,5196,0
20111215,24.38,25.28,23.88,25.11,26.08,26.08,24.389999,24.790001,24.790001,0,1280.189941,1280.189941,1257.699951,1259.920044,1259.920044,0,0.4,0.67,0.12,0.25,0.56,0.0,pnqi.us.txt,33.972,33.972,33.623,33.762,8646,0
20111216,24.16,25.02,23.51,24.29,23.9,24.309998999999998,22.620001000000002,23.48,23.48,0,1264.099976,1283.959961,1261.849976,1265.5,1265.5,0,0.45,0.28,-0.11,0.14,-0.13,0.0,pnqi.us.txt,33.942,34.112,33.802,34.052,5553,0
20111219,25.14,25.38,24.38,24.92,24.540001,24.59,23.76,24.15,24.15,0,1268.160034,1272.569946,1240.150024,1243.040039,1243.040039,0,-1.31,-0.49,-0.69,0.7,-0.07,0.0,pnqi.us.txt,34.112,34.212,33.493,33.553,5398,0
20111220,23.56,23.58,22.54,23.22,22.85,22.870001000000002,22.15,22.5,22.5,0,1268.859985,1294.27002,1268.859985,1292.579956,1292.579956,0,3.1,0.83,0.3,-0.69,-0.15,0.0,pnqi.us.txt,34.232,34.752,34.172,34.702,23443,0
20111221,22.52,23.94,21.12,21.43,22.49,23.58,22.139999,22.290001,22.290001,0,1289.410034,1290.01001,1249.47998,1268.359985,1268.359985,0,0.2,0.02,1.31,-0.23,0.95,0.0,pnqi.us.txt,34.622,34.622,33.653,34.072,23884,0
20111222,21.08,21.33,20.34,21.16,22.299999,22.299999,21.469998999999998,21.889999,21.889999,0,1276.109985,1302.140015,1276.099976,1299.52002,1299.52002,0,0.83,-0.18,0.69,-0.8,-0.07,0.0,pnqi.us.txt,34.272,34.722,34.272,34.702,7826,0
20111223,21.1,21.21,20.72,20.73,21.870001000000002,22.08,21.309998999999998,21.370001000000002,21.370001000000002,0,1303.939941,1309.410034,1295.930054,1309.199951,1309.199951,0,0.84,-0.54,-0.16,0.29,-0.01,0.0,pnqi.us.txt,34.822,34.912,34.822,34.912,3248,0
20111227,22.58,22.66,21.68,21.91,23.25,23.26,22.139999,22.49,22.49,0,1306.75,1315.75,1304.569946,1310.140015,1310.140015,0,0.04,0.45,-0.52,0.41,-0.24,0.0,pnqi.us.txt,34.792,35.112,34.792,34.932,27697,0
20111228,22.12,23.56,22.11,23.52,22.49,23.709999,22.49,23.540001,23.540001,0,1309.900024,1310.98999,1289.140015,1291.530029,1291.530029,0,-1.34,-0.73,-0.03,0.19,0.24,0.0,pnqi.us.txt,34.872,34.872,34.422,34.432,15104,0
20111229,23.52,23.52,22.65,22.65,23.540001,23.83,23.030001000000002,23.07,23.07,0,1296.280029,1303.680054,1291.109985,1302.880005,1302.880005,0,1.1,0.23,0.24,-0.19,0.08,0.0,pnqi.us.txt,34.452,34.592,34.152,34.582,6652,0
20111230,22.86,23.46,22.65,23.4,23.049999,23.360001,22.83,23.129998999999998,23.129998999999998,0,1301.790039,1307.780029,1300.459961,1300.560059,1300.560059,0,-0.4,-0.08,-0.14,-0.06,0.02,0.0,pnqi.us.txt,34.492,34.642,34.492,34.517,16745,0
20120103,22.95,23.1,22.54,22.97,23.16,23.299999,22.6,23.02,23.02,0,1330.0,1337.449951,1317.22998,1318.459961,1318.459961,0,1.5,-0.1,0.86,-0.68,-0.21,0.0,pnqi.us.txt,35.182,35.442,35.052,35.412,28542,0
20120104,23.44,23.73,22.22,22.22,23.34,23.67,21.969998999999998,21.98,21.98,0,1311.97998,1316.810059,1302.780029,1314.969971,1314.969971,0,0.0,-0.62,0.08,0.29,-0.05,0.0,pnqi.us.txt,34.982,35.092,34.712,35.012,17073,0
20120105,22.75,23.09,21.34,21.48,22.32,22.74,21.209999,21.4,21.4,0,1315.939941,1332.099976,1311.959961,1330.420044,1330.420044,0,0.39,0.19,0.13,-0.37,0.07,0.0,pnqi.us.txt,34.962,35.222,34.842,35.222,8027,0
20120106,21.24,21.72,20.58,20.63,21.4,21.48,20.41,20.52,20.52,0,1331.02002,1336.660034,1323.75,1334.189941,1334.189941,0,-0.19,-0.04,-0.25,-0.05,-0.03,0.0,pnqi.us.txt,35.322,35.412,35.102,35.102,9018,0
20120109,21.67,21.78,21.0,21.07,20.51,21.639999,20.51,21.219998999999998,21.219998999999998,0,1338.910034,1348.290039,1332.680054,1343.22998,1343.22998,0,0.28,0.26,-0.06,-0.2,0.25,0.0,pnqi.us.txt,35.122,35.122,34.882,34.882,5627,0
20120110,20.14,20.69,20.05,20.69,21.219998999999998,21.219998999999998,20.26,20.93,20.93,0,1358.569946,1364.949951,1351.75,1356.910034,1356.910034,0,0.97,0.41,0.39,-0.77,-0.03,0.0,pnqi.us.txt,35.352,35.402,35.162,35.302,11827,0
20120111,21.18,21.22,20.98,21.05,21.120001000000002,21.4,20.969998999999998,21.18,21.18,0,1355.01001,1363.73999,1353.390015,1361.290039,1361.290039,0,0.13,0.15,0.36,-0.78,0.22,0.0,pnqi.us.txt,35.282,35.622,35.282,35.582,36280,0
20120112,21.01,22.03,20.46,20.47,21.07,21.860001,20.76,20.790001,20.790001,0,1362.569946,1369.599976,1352.280029,1367.280029,1367.280029,0,0.31,0.29,0.0,-0.24,0.06,0.0,pnqi.us.txt,35.811,35.821,35.382,35.662,5935,0
20120113,21.41,22.43,20.91,20.91,20.790001,22.26,20.790001,21.379998999999998,21.379998999999998,0,1361.719971,1361.73999,1341.26001,1350.199951,1350.199951,0,-0.52,-0.24,-0.44,0.64,0.11,0.0,pnqi.us.txt,35.302,35.532,35.152,35.492,9376,0
20120117,20.9,22.25,20.69,22.2,21.389999,22.48,21.290001,22.209999,22.209999,0,1365.280029,1369.25,1356.77002,1361.02002,1361.02002,0,0.36,-0.12,-0.73,0.58,-0.32,0.0,pnqi.us.txt,35.941,35.991,35.602,35.721,51063,0
20120118,23.2,23.44,20.78,20.89,22.49,22.700001,21.190001000000002,21.290001,21.290001,0,1370.780029,1398.400024,1370.699951,1397.819946,1397.819946,0,1.22,0.57,0.15,-0.62,-0.16,0.0,pnqi.us.txt,35.711,36.161,35.711,36.161,32248,0
20120119,20.49,20.87,19.45,19.87,20.959999,20.959999,19.549999,20.27,20.27,0,1408.839966,1421.449951,1407.869995,1416.390015,1416.390015,0,0.51,-0.14,-0.22,-0.11,-0.25,0.0,pnqi.us.txt,36.391,36.771,36.391,36.641,19229,0
20120120,19.91,19.94,18.16,18.28,20.559998999999998,20.559998999999998,18.889999,18.969998999999998,18.969998999999998,0,1411.130005,1417.98999,1410.079956,1414.359985,1414.359985,0,0.03,0.27,0.65,0.0,0.11,0.0,pnqi.us.txt,36.321,36.351,36.031,36.161,11637,0
20120123,19.22,19.31,18.55,18.67,18.969998999999998,20.17,18.969998999999998,19.42,19.42,0,1412.98999,1419.439941,1398.329956,1409.030029,1409.030029,0,0.02,-0.21,0.12,0.36,-0.38,0.0,pnqi.us.txt,36.411,36.411,35.871,36.051,6322,0
20120124,19.76,20.0,18.63,18.91,20.190001000000002,20.35,19.74,19.74,19.74,0,1405.719971,1418.140015,1402.829956,1415.869995,1415.869995,0,0.0,0.74,-0.4,-0.4,-0.24,0.0,pnqi.us.txt,35.921,36.111,35.801,36.071,123464,0
20120125,19.35,19.55,17.15,18.31,19.370001000000002,19.780001000000002,19.01,19.360001,19.360001,0,1423.459961,1431.219971,1409.430054,1428.219971,1428.219971,0,0.91,0.07,-0.73,0.32,-0.22,0.0,pnqi.us.txt,35.911,36.321,35.881,36.311,19151,0
20120126,17.96,19.17,16.8,18.57,19.0,20.120001000000002,18.940001000000002,19.559998999999998,19.559998999999998,0,1430.680054,1437.349976,1407.77002,1414.52002,1414.52002,0,-0.59,0.22,-0.55,0.2,-0.04,0.0,pnqi.us.txt,36.531,36.981,36.351,36.391,14127,0
20120127,19.16,19.16,18.26,18.53,19.559998999999998,20.049999,19.26,19.309998999999998,19.309998999999998,0,1410.869995,1427.079956,1410.420044,1422.579956,1422.579956,0,0.01,0.84,-0.11,-0.35,-0.17,0.0,pnqi.us.txt,36.481,37.381,36.481,37.361,4830,0
20120130,20.33,20.33,19.38,19.4,21.08,21.26,19.75,19.75,19.75,0,1407.48999,1424.589966,1400.949951,1421.359985,1421.359985,0,-0.31,-0.46,-0.29,0.47,0.04,0.0,pnqi.us.txt,36.931,37.161,36.791,37.041,21373,0
20120131,19.07,19.84,18.13,19.44,19.75,20.280001000000002,19.110001,19.889999,19.889999,0,1429.319946,1431.160034,1413.280029,1423.359985,1423.359985,0,-0.05,-0.05,0.02,-0.05,-0.12,0.0,pnqi.us.txt,37.211,37.281,36.691,36.991,28371,0
20120201,18.68,18.82,17.99,18.55,19.190001000000002,19.34,18.860001,19.040001,19.040001,0,1444.150024,1461.869995,1437.170044,1453.869995,1453.869995,0,1.1,1.11,0.35,-0.51,0.31,0.0,pnqi.us.txt,36.921,37.411,36.841,37.331,35304,0
20120202,18.38,18.5,17.98,17.98,18.950001,19.190001000000002,18.66,18.889999,18.889999,0,1456.329956,1470.290039,1455.75,1462.619995,1462.619995,0,0.17,0.38,-0.05,-0.45,-0.02,0.0,pnqi.us.txt,37.521,38.04,37.521,38.02,6788,0
20120203,16.84,17.32,16.1,17.1,18.059998999999998,18.32,17.709999,18.209999,18.209999,0,1478.01001,1489.640015,1475.150024,1485.170044,1485.170044,0,1.58,0.63,0.33,-0.65,-0.24,0.0,pnqi.us.txt,38.36,38.81,38.34,38.73,21641,0
20120206,17.98,18.02,16.11,17.76,18.209999,19.190001000000002,18.209999,18.65,18.65,0,1477.339966,1477.339966,1468.280029,1473.199951,1473.199951,0,-0.05,-0.29,-0.19,-0.03,-0.23,0.0,pnqi.us.txt,38.16,38.5,38.16,38.28,31765,0
20120207,17.93,18.1,17.5,17.65,18.66,19.129998999999998,18.49,18.75,18.75,0,1471.109985,1481.040039,1463.819946,1476.319946,1476.319946,0,0.16,-0.27,-0.1,0.21,0.0,0.0,pnqi.us.txt,38.26,38.42,38.01,38.21,11839,0
20120208,17.79,18.46,17.53,18.16,18.75,19.450001,18.629998999999998,18.99,18.99,0,1480.050049,1496.079956,1478.469971,1490.280029,1490.280029,0,0.25,-0.11,0.42,-0.16,0.01,0.0,pnqi.us.txt,38.49,38.5,38.11,38.4,83985,0
20120209,18.12,18.72,18.07,18.63,18.99,19.139999,18.700001,18.9,18.9,0,1500.560059,1502.839966,1489.540039,1501.930054,1501.930054,0,0.15,-0.38,-0.38,0.21,0.01,0.0,pnqi.us.txt,38.4,38.84,38.37,38.8,31051,0
20120210,20.1,21.98,19.02,20.79,20.120001000000002,22.190001000000002,20.1,20.940001000000002,20.940001000000002,0,1482.77002,1483.650024,1471.339966,1477.290039,1477.290039,0,-0.75,-0.59,-0.1,0.3,0.17,0.0,pnqi.us.txt,38.48,38.83,38.46,38.53,16830,0
20120213,19.64,19.68,17.92,19.04,19.93,20.059998999999998,19.459999,19.6,19.6,0,1489.910034,1491.040039,1470.119995,1482.329956,1482.329956,0,0.75,0.58,-0.05,-0.18,0.01,0.0,pnqi.us.txt,39.03,39.23,38.87,39.23,3438,0
20120214,19.45,20.76,18.95,19.54,19.77,21.17,19.58,20.18,20.18,0,1478.699951,1489.189941,1476.969971,1489.109985,1489.109985,0,-0.09,-0.41,-0.41,0.55,-0.21,0.0,pnqi.us.txt,39.23,39.41,39.11,39.31,14236,0
20120215,19.74,21.77,19.44,21.14,19.719998999999998,22.51,19.719998999999998,22.35,22.35,0,1493.180054,1502.959961,1482.400024,1485.109985,1485.109985,0,-0.5,-0.22,0.1,-0.11,0.03,0.0,pnqi.us.txt,39.48,39.639,38.98,39.08,21208,0
20120216,21.59,21.76,19.22,19.22,22.35,22.889999,20.200001,20.889999,20.889999,0,1489.26001,1517.660034,1488.180054,1515.959961,1515.959961,0,1.27,0.71,0.28,-0.2,-0.15,0.0,pnqi.us.txt,39.09,39.4,38.73,39.36,11434,0
20120217,18.73,18.79,17.54,17.78,20.889999,21.08,19.68,19.76,19.76,0,1518.130005,1518.540039,1496.310059,1500.219971,1500.219971,0,0.16,-0.24,0.5,0.07,0.3,0.0,pnqi.us.txt,39.37,39.45,38.98,39.25,11160,0
20120221,18.41,18.94,17.65,18.19,20.620001000000002,20.629998999999998,19.610001,19.92,19.92,0,1501.579956,1507.810059,1484.709961,1490.969971,1490.969971,0,-0.05,-0.61,0.35,0.13,-0.34,0.0,pnqi.us.txt,39.28,39.34,38.66,38.73,13012,0
20120222,18.85,18.94,17.74,18.19,19.92,20.440001000000002,19.5,19.719998999999998,19.719998999999998,0,1492.47998,1501.689941,1487.339966,1489.310059,1489.310059,0,-0.39,-0.38,-0.65,0.47,-0.16,0.0,pnqi.us.txt,38.77,38.77,38.48,38.63,21759,0
20120223,18.73,18.97,16.64,16.8,19.709999,20.09,18.41,18.41,18.41,0,1486.640015,1497.459961,1477.72998,1494.209961,1494.209961,0,0.56,0.89,-0.07,-0.4,0.24,0.0,pnqi.us.txt,38.48,38.92,38.47,38.85,6318,0
20120224,16.68,17.62,16.42,17.31,18.190001000000002,18.540001,17.76,18.27,18.27,0,1500.079956,1503.449951,1493.280029,1495.390015,1495.390015,0,0.15,-0.47,-0.65,0.18,-0.21,0.0,pnqi.us.txt,39.07,39.18,38.93,39.06,7148,0
20120227,19.1,19.25,17.58,18.19,19.790001,20.08,18.83,19.42,19.42,0,1486.459961,1505.349976,1479.900024,1496.079956,1496.079956,0,0.14,-0.15,0.37,0.04,0.1,0.0,pnqi.us.txt,38.85,39.28,38.63,39.2,7124,0
20120228,18.67,18.67,17.88,17.96,19.42,19.889999,19.299999,19.549999,19.549999,0,1498.050049,1511.310059,1496.089966,1505.939941,1505.939941,0,0.28,-0.62,-0.15,0.16,-0.04,0.0,pnqi.us.txt,39.609,39.939,39.37,39.819,16463,0
20120229,17.8,18.75,17.53,18.43,19.440001000000002,20.17,19.41,19.83,19.83,0,1508.709961,1510.72998,1486.920044,1488.339966,1488.339966,0,-0.55,-1.07,0.2,0.19,0.31,0.0,pnqi.us.txt,39.779,39.789,39.2,39.23,8724,0
20120301,18.02,18.03,17.26,17.26,19.85,19.85,18.67,18.68,18.68,0,1493.77002,1499.310059,1486.800049,1497.050049,1497.050049,0,0.64,-0.17,0.02,-0.01,-0.08,0.0,pnqi.us.txt,39.38,39.779,39.35,39.689,65014,0
20120302,17.65,17.65,17.14,17.29,18.67,19.0,18.219998999999998,18.23,18.23,0,1495.0,1502.98999,1485.689941,1491.439941,1491.439941,0,-0.46,-1.26,0.0,0.11,0.35,0.0,pnqi.us.txt,39.819,40.109,39.679,39.799,5937,0
20120305,18.27,18.9,18.02,18.05,18.23,20.16,18.23,19.57,19.57,0,1487.290039,1487.599976,1462.890015,1468.890015,1468.890015,0,-0.4,0.45,0.27,0.13,0.39,0.0,pnqi.us.txt,39.739,39.769,39.12,39.25,14592,0
20120306,20.57,21.24,20.3,20.87,19.57,21.92,19.57,21.42,21.42,0,1453.51001,1458.72998,1441.619995,1449.439941,1449.439941,0,-1.62,-0.35,-0.32,0.5,-0.19,0.0,pnqi.us.txt,38.7,38.7,38.31,38.36,17180,0
20120307,20.43,20.44,19.07,19.07,21.41,21.41,20.42,20.42,20.42,0,1455.339966,1469.280029,1452.819946,1465.069946,1465.069946,0,0.8,0.31,0.22,-0.31,0.07,0.0,pnqi.us.txt,38.71,38.93,38.7,38.89,2167,0
20120308,18.08,18.46,17.76,17.95,20.459999,20.459999,19.02,19.049999,19.049999,0,1476.530029,1484.650024,1471.890015,1481.089966,1481.089966,0,1.07,0.38,-0.3,-0.12,0.05,0.0,pnqi.us.txt,39.19,39.579,39.18,39.51,9556,0
20120309,17.16,17.54,16.63,17.11,19.049999,19.049999,18.049999,18.110001,18.110001,0,1483.969971,1497.27002,1483.969971,1494.359985,1494.359985,0,0.49,0.9,0.15,-0.22,0.0,0.0,pnqi.us.txt,39.659,39.829,39.569,39.619,6616,0
20120312,15.79,16.67,15.23,15.64,18.120001000000002,18.120001000000002,16.57,16.709999,16.709999,0,1492.150024,1494.790039,1481.880005,1488.97998,1488.97998,0,-0.07,-0.21,-0.03,0.28,0.09,0.0,pnqi.us.txt,39.669,39.729,39.36,39.48,18459,0
20120313,14.0,16.08,13.99,14.8,16.049999,16.700001,15.76,16.440001000000002,16.440001000000002,0,1499.98999,1523.209961,1497.939941,1523.040039,1523.040039,0,1.86,0.15,0.89,-0.64,-0.09,0.0,pnqi.us.txt,39.689,40.079,39.579,40.079,12263,0
20120314,14.42,16.19,14.39,15.31,16.440001000000002,18.030001000000002,16.290001,17.59,17.59,0,1523.339966,1528.73999,1508.609985,1515.01001,1515.01001,0,-0.23,-0.61,-0.22,0.45,0.16,0.0,pnqi.us.txt,40.079,40.199,39.729,39.839,7619,0
20120315,15.32,16.06,14.58,15.42,17.59,18.139999,17.209999,17.25,17.25,0,1516.359985,1529.329956,1512.660034,1528.099976,1528.099976,0,0.67,0.29,0.51,-0.55,0.15,0.0,pnqi.us.txt,39.809,40.139,39.789,40.119,41757,0
20120316,14.43,15.24,13.66,14.47,17.280001000000002,17.5,16.459999,16.469998999999998,16.469998999999998,0,1530.890015,1532.859985,1523.819946,1529.579956,1529.579956,0,0.06,-0.27,0.38,-0.46,-0.17,0.0,pnqi.us.txt,40.209,40.529,40.149,40.449,3089,0
20120319,15.42,15.43,14.54,15.04,17.26,17.360001,16.25,16.549999,16.549999,0,1527.410034,1542.780029,1524.390015,1536.530029,1536.530029,0,0.41,0.5,-0.1,-0.13,-0.36,0.0,pnqi.us.txt,40.499,41.039,40.339,40.919,7980,0
20120320,15.82,15.95,15.11,15.58,17.32,17.42,16.32,16.35,16.35,0,1524.349976,1531.640015,1516.76001,1529.560059,1529.560059,0,-0.39,-0.63,0.31,0.04,0.13,0.0,pnqi.us.txt,40.569,40.799,40.209,40.749,15112,0
20120321,14.72,15.31,14.19,15.13,16.35,16.540001,15.96,16.23,16.23,0,1531.77002,1541.22998,1526.589966,1535.310059,1535.310059,0,-0.1,0.29,-0.4,0.14,0.09,0.0,pnqi.us.txt,40.799,41.249,40.799,41.139,10188,0
20120322,16.04,16.58,15.56,15.57,17.139999,17.92,16.83,16.83,16.83,0,1524.160034,1534.310059,1521.569946,1530.439941,1530.439941,0,-0.74,-0.14,-0.42,0.56,-0.03,0.0,pnqi.us.txt,40.759,41.119,40.609,41.009,12392,0
20120323,15.65,16.39,14.69,14.82,16.83,17.57,16.42,16.57,16.57,0,1528.599976,1530.48999,1515.5,1528.709961,1528.709961,0,0.39,0.61,0.31,-0.33,-0.18,0.0,pnqi.us.txt,40.779,41.189,40.669,41.189,6444,0
20120326,14.51,15.03,14.26,14.26,16.700001,16.76,15.91,15.92,15.92,0,1538.800049,1554.449951,1536.449951,1554.439941,1554.439941,0,1.45,0.48,-0.24,0.13,-0.16,0.0,pnqi.us.txt,41.538,42.198,41.508,42.198,14463,0
20120327,14.52,15.59,14.14,15.59,16.190001000000002,17.02,16.16,17.02,17.02,0,1554.719971,1559.130005,1550.76001,1551.180054,1551.180054,0,-0.3,-0.38,-0.31,0.07,-0.11,0.0,pnqi.us.txt,42.198,42.548,42.188,42.198,14353,0
20120328,15.58,17.27,15.4,15.47,17.059998999999998,18.540001,16.82,17.280001000000002,17.280001000000002,0,1550.619995,1554.290039,1529.410034,1539.680054,1539.680054,0,-0.51,0.0,0.42,-0.22,0.38,0.0,pnqi.us.txt,42.208,42.208,41.498,41.748,8250,0
20120329,16.84,17.2,15.39,15.48,18.32,18.799999,17.24,17.27,17.27,0,1531.050049,1543.040039,1524.469971,1541.130005,1541.130005,0,-0.16,-0.04,-0.23,0.21,0.13,0.0,pnqi.us.txt,41.379,41.608,41.159,41.588,8097,0
20120330,14.88,15.98,14.67,15.5,17.27,17.58,16.540001,17.190001000000002,17.190001000000002,0,1550.0,1550.329956,1533.26001,1545.290039,1545.290039,0,0.28,-0.68,-0.04,0.01,0.17,0.0,pnqi.us.txt,41.778,41.854,41.368,41.608,6638,0
20120402,16.35,16.58,15.02,15.64,17.18,18.209999,16.360001,16.700001,16.700001,0,1541.550049,1557.180054,1532.689941,1554.140015,1554.140015,0,0.77,0.34,0.03,0.15,-0.34,0.0,pnqi.us.txt,41.059,41.468,41.009,41.299,17096,0
20120403,15.61,16.65,15.56,15.66,16.59,17.639999,16.4,16.82,16.82,0,1550.579956,1553.349976,1532.280029,1540.300049,1540.300049,0,-0.34,-0.33,-0.32,0.17,0.21,0.0,pnqi.us.txt,41.279,41.468,41.149,41.219,101655,0
20120404,17.07,17.74,16.31,16.44,18.129998999999998,19.33,17.75,17.950001,17.950001,0,1522.72998,1525.839966,1503.73999,1511.920044,1511.920044,0,-1.11,-0.61,0.05,0.26,0.36,0.0,pnqi.us.txt,40.759,40.879,40.279,40.529,15641,0
20120405,17.02,17.13,16.29,16.7,17.969998999999998,18.34,17.68,17.959999,17.959999,0,1505.599976,1513.199951,1505.069946,1511.910034,1511.910034,0,-0.03,-0.11,-0.47,0.24,-0.19,0.0,pnqi.us.txt,40.499,40.749,40.369,40.729,8187,0
20120409,18.94,18.94,17.93,18.81,20.32,20.4,19.379998999999998,20.18,20.18,0,1490.25,1499.689941,1484.23999,1494.579956,1494.579956,0,-1.21,-0.44,-0.05,0.52,0.17,0.0,pnqi.us.txt,40.119,40.729,40.119,40.709,28916,0
